pct_missing,rep,status,n_removed,n_remaining,n_scored,mae,rmse,r,r2,kge,nse
30,34,ok,60,142,60.0,1.9290238779787614,2.8077586386970004,0.8772391220487487,0.7527722270513852,0.8756629999912234,0.7527722270513854
30,35,ok,60,142,60.0,1.8719017613380704,2.5347849642231957,0.907931608230054,0.8199628521818766,0.8883325892370759,0.8199628521818766
30,36,ok,60,142,60.0,1.8102283684109959,2.2688866324829804,0.9222860600190758,0.8496604279823381,0.8690259664464342,0.8496604279823381
30,37,ok,60,142,60.0,2.640559534687721,3.7051471782374703,0.7429574505449801,0.54183798641192,0.6863994164499446,0.5418379864119204
30,38,ok,60,142,60.0,2.059124520187197,2.9289492434616977,0.8764123097072167,0.7679329831634056,0.8310019386196497,0.7679329831634057
30,39,ok,60,142,60.0,1.808908505718864,2.541041648294268,0.8932175082084435,0.796562255652391,0.8338181478573231,0.7965622556523911
30,40,ok,60,142,60.0,2.33246252206042,3.258229539357427,0.8344411084995408,0.6916738061819301,0.7885117837904722,0.6916738061819304
30,41,ok,60,142,60.0,2.0047405294312437,2.998471534003085,0.868838635029216,0.7519209957391445,0.8221398521992348,0.7519209957391445
30,42,ok,60,142,60.0,1.8603319116488213,2.4271442098973006,0.9215813231437295,0.8425177844630573,0.8716677127332587,0.8425177844630573
30,43,ok,60,142,60.0,1.8412351346218505,2.7259792139639196,0.8729202151432556,0.7530245356523666,0.8640541169961082,0.7530245356523668
30,44,ok,60,142,60.0,1.682772014088808,2.342036666422989,0.917259299352577,0.833743047697615,0.8877671828512415,0.833743047697615
30,45,ok,60,142,60.0,1.5737164604758769,2.0553361581172003,0.9367213197957388,0.8724769348838979,0.9366207991761819,0.8724769348838979
30,46,ok,60,142,60.0,2.09391760072737,2.8300440222894427,0.8687064769751175,0.752430806835725,0.8305759794152268,0.7524308068357253
30,47,ok,60,142,60.0,1.9659861203149225,2.6599001473152675,0.9040363987880559,0.816755309094091,0.8536755598443643,0.8167553090940912
30,48,ok,60,142,60.0,1.8524953977402372,2.421341676908836,0.9124305388750287,0.8319343873282138,0.8875482887775619,0.8319343873282138
30,49,ok,60,142,60.0,1.6613915567204913,2.2104429305022517,0.9234280614674647,0.8469512388472449,0.9178122708143641,0.846951238847245
40,0,ok,80,122,80.0,2.361106274530516,3.0794311689547915,0.8555741066923326,0.731903861505093,0.7980520747108678,0.731903861505093
